Bus Name;Area Number;Zone Number;Volt (PU);Volt (KV);Angle (Deg);Gen MW;Gen MVAR;Load MW;Load MVAR;Shunt MW;Shunt MVAR;To Bus Name;MW;MVAR;Transformer Ratio;Transformer Angle (Deg);Percent;Rating
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3001     MINE        230.00    5  1;-149.5694;-18.5139;1.000UN;0.0000;19;800
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3004     WEST        500.00    5  1;149.5693;18.5140;;0.0000;0;
3003     S. MINE     230.00;5;5;1.0156;233.5987;-4.5482;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3001     MINE        230.00    5  1;-383.9261;-103.4523;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3005     WEST        230.00    5  1;191.9628;51.7262;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3005     WEST        230.00    5  2;191.9628;51.7262;;0.0000;0;
3004     WEST        500.00;5;5;1.0028;501.4006;-8.5298;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;152     MID500      500.00    1  1;-45.5992;-127.2355;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3002     E. MINE     500.00    5  1;-148.2503;-15.8579;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3005     WEST        230.00    5  1;193.8479;143.0932;1.000LK;0.0000;30;800
3005     WEST        230.00;5;5;0.9793;225.2450;-10.3345;0.0000;0.0000;108.2432;50.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3003     S. MINE     230.00    5  1;-189.6346;-39.7302;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3003     S. MINE     230.00    5  2;-189.6346;-39.7302;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3004     WEST        500.00    5  1;-193.6169;-133.7123;1.000UN;0.0000;29;800
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3006     UPTOWN      230.00    5  1;-14.4192;-3.2952;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3008     CATDOG      230.00    5  &1;294.0845;106.9192;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3008     CATDOG      230.00    5  1;184.9750;59.5494;;0.0000;0;
3006     UPTOWN      230.00;5;5;0.9798;225.3615;-10.0761;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;153     MID230      230.00    1  1;-14.4269;3.3568;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3005     WEST        230.00    5  1;14.4268;-3.3568;;0.0000;0;
3008     CATDOG      230.00;5;5;0.9390;215.9740;-15.8613;0.0000;0.0000;216.4864;75.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;154     DOWNTN      230.00    1  1;140.3748;57.1836;;0.0000;40;400
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3005     WEST        230.00    5  &1;-74.3266;-15.5011;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3005     WEST        230.00    5  1;-182.5677;-50.5333;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3018     CATDOG_G    13.800    5  1;-99.9626;-66.1483;1.000LK;0.0000;80;150
3011     MINE_G      13.800;5;5;1.0400;14.3520;0.0000;534.1420;166.4364;0.0000;0.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3001     MINE        230.00    5  1;534.1420;166.4364;1.000UN;0.0000;43;1300
3018     CATDOG_G    13.800;5;5;1.0032;13.8441;-10.6948;100.0000;80.0000;0.0000;0.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3008     CATDOG      230.00    5  1;99.9968;79.9990;1.000UN;0.0000;85;150
