Bus Name;Area Number;Zone Number;Volt (PU);Volt (KV);Angle (Deg);Gen MW;Gen MVAR;Load MW;Load MVAR;Shunt MW;Shunt MVAR;To Bus Name;MW;MVAR;Transformer Ratio;Transformer Angle (Deg);Percent;Rating
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3001     MINE        230.00    5  1;-432.3896;-113.0455;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3005     WEST        230.00    5  1;216.1945;56.5228;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3005     WEST        230.00    5  2;216.1945;56.5228;;0.0000;0;
3004     WEST        500.00;5;5;0.9975;498.7701;-9.9386;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;152     MID500      500.00    1  1;-20.8923;-131.2155;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3002     E. MINE     500.00    5  1;-172.8948;-14.9326;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3005     WEST        230.00    5  1;193.7860;146.1481;1.000LK;0.0000;30;800
3005     WEST        230.00;5;5;0.9734;223.8932;-11.7625;0.0000;0.0000;110.4081;50.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3003     S. MINE     230.00    5  1;-213.2398;-38.8075;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3003     S. MINE     230.00    5  2;-213.2398;-38.8075;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3004     WEST        500.00    5  1;-193.5492;-136.5276;1.000UN;0.0000;30;800
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3006     UPTOWN      230.00    5  1;2.6762;-6.9073;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3008     CATDOG      230.00    5  &1;309.1021;109.6090;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3008     CATDOG      230.00    5  1;197.8405;61.4412;;0.0000;0;
3006     UPTOWN      230.00;5;5;0.9745;224.1257;-11.8186;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;153     MID230      230.00    1  1;2.6754;-0.2736;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3005     WEST        230.00    5  1;-2.6755;0.2736;;0.0000;0;
3008     CATDOG      230.00;5;5;0.9319;214.3343;-17.7669;0.0000;0.0000;220.8161;75.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;154     DOWNTN      230.00    1  1;158.8379;54.9597;;0.0000;45;400
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3005     WEST        230.00    5  &1;-84.6111;-14.6919;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3005     WEST        230.00    5  1;-195.0769;-49.3072;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3018     CATDOG_G    13.800    5  1;-99.9634;-65.9601;1.000LK;0.0000;80;150
3011     MINE_G      13.800;5;5;1.0400;14.3520;0.0000;607.9371;192.8049;0.0000;0.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3001     MINE        230.00    5  1;607.9371;192.8049;1.000UN;0.0000;49;1300
3018     CATDOG_G    13.800;5;5;0.9964;13.7509;-12.5253;100.0000;80.0000;0.0000;0.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3008     CATDOG      230.00    5  1;99.9981;79.9994;1.000UN;0.0000;85;150
