;Bus Name;Area Number;Zone Number;Volt (PU);Volt (KV);Angle (Deg);Gen MW;Gen MVAR;Load MW;Load MVAR;Shunt MW;Shunt MVAR;To Bus Name;MW;MVAR;Transformer Ratio;Transformer Angle (Deg);Percent;Rating
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;203     EAST230     230.00    2  1;544.4089;267.6920;1.000LK;0.0000;76;800
;203     EAST230     230.00;2;2;0.9699;223.0778;-0.1847;0.0000;0.0000;276.7104;150.0000;0.0000;-44.5601;;0.0000;0.0000;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;154     DOWNTN      230.00    1  1;117.1966;51.7645;;0.0000;66;200
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;202     EAST500     500.00    2  1;-542.9693;-209.2048;1.000UN;0.0000;73;800
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;205     SUB230      230.00    2  1;74.5302;25.9998;;0.0000;41;200
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;205     SUB230      230.00    2  2;74.5302;25.9998;;0.0000;41;200
;205     SUB230      230.00;2;2;0.9528;219.1500;-2.1722;0.0000;0.0000;1106.8420;700.0000;0.0000;-258.0282;;0.0000;0.0000;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;154     DOWNTN      230.00    1  1;405.3990;242.2963;;0.0000;83;600
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;201     HYDRO       500.00    2  &1;-567.0084;-149.8384;1.000UN;0.0000;73;800
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;203     EAST230     230.00    2  1;-74.1879;-30.3132;;0.0000;42;200
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;203     EAST230     230.00    2  2;-74.1879;-30.3132;;0.0000;42;200
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;206     URBGEN      18.000    2  1;-796.8675;-473.8077;1.000LK;0.0000;103;900
;206     URBGEN      18.000;2;2;1.0272;18.4898;3.9857;799.3177;600.0000;0.0000;0.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;205     SUB230      230.00    2  1;799.3289;600.0034;1.000UN;0.0000;111;900
;211     HYDRO_G     20.000;2;2;1.0382;20.7631;19.2457;599.4883;6.6651;0.0000;0.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;201     HYDRO       500.00    2  1;599.4748;6.7012;1.000UN;0.0000;75;800
;3001     MINE        230.00;5;5;1.0301;236.9325;-0.0362;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3002     E. MINE     500.00    5  1;-28.8077;16.5987;1.000LK;0.0000;4;800
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3003     S. MINE     230.00    5  1;37.5969;84.7808;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3011     MINE_G      13.800    5  1;-8.7891;-101.3795;1.000LK;0.0000;8;1300
;3002     E. MINE     500.00;5;5;1.0278;513.9085;0.2004;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3001     MINE        230.00    5  1;28.8108;-16.4424;1.000UN;0.0000;4;800
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3004     WEST        500.00    5  1;-28.8112;16.4425;;0.0000;0;
;3003     S. MINE     230.00;5;5;1.0236;235.4191;-0.1996;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3001     MINE        230.00    5  1;-37.5969;-84.1324;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3005     WEST        230.00    5  1;18.7980;42.0662;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3005     WEST        230.00    5  2;18.7980;42.0662;;0.0000;0;
;3004     WEST        500.00;5;5;1.0185;509.2472;1.1216;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;152     MID500      500.00    1  1;-221.1771;-102.5892;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3002     E. MINE     500.00    5  1;28.8839;-25.2103;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3005     WEST        230.00    5  1;192.2935;127.7996;1.000LK;0.0000;29;800
;3005     WEST        230.00;5;5;0.9978;229.4952;-0.6116;0.0000;0.0000;92.2368;50.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3003     S. MINE     230.00    5  1;-18.6524;-49.9509;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3003     S. MINE     230.00    5  2;-18.6524;-49.9509;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3004     WEST        500.00    5  1;-192.0879;-119.4486;1.000UN;0.0000;28;800
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3006     UPTOWN      230.00    5  1;-136.9145;17.9184;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3008     CATDOG      230.00    5  &1;183.7257;97.1793;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3008     CATDOG      230.00    5  1;90.3444;54.2524;;0.0000;0;
;3006     UPTOWN      230.00;5;5;0.9971;229.3225;1.7978;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;153     MID230      230.00    1  1;-137.5896;19.0960;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3005     WEST        230.00    5  1;137.5895;-19.0960;;0.0000;0;
;3008     CATDOG      230.00;5;5;0.9631;221.5117;-3.0902;0.0000;0.0000;184.4736;75.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;154     DOWNTN      230.00    1  1;2.9601;74.1139;;0.0000;19;400
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3005     WEST        230.00    5  &1;2.0816;-22.4714;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3005     WEST        230.00    5  1;-89.6340;-59.8708;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3018     CATDOG_G    13.800    5  1;-99.8832;-66.7721;1.000LK;0.0000;80;150
;3011     MINE_G      13.800;5;5;1.0400;14.3520;0.0000;8.8086;102.3553;0.0000;0.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3001     MINE        230.00    5  1;8.8086;102.3553;1.000UN;0.0000;8;1300
;3018     CATDOG_G    13.800;5;5;1.0260;14.1591;1.8305;99.9147;80.0000;0.0000;0.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3008     CATDOG      230.00    5  1;99.9159;80.0004;1.000UN;0.0000;85;150
