;Bus Name;Area Number;Zone Number;Volt (PU);Volt (KV);Angle (Deg);Gen MW;Gen MVAR;Load MW;Load MVAR;Shunt MW;Shunt MVAR;To Bus Name;MW;MVAR;Transformer Ratio;Transformer Angle (Deg);Percent;Rating
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3011     MINE_G      13.800    5  1;-761.2819;-203.0432;1.000LK;0.0000;61;1300
;3002     E. MINE     500.00;5;5;1.0098;504.9066;-6.0109;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3001     MINE        230.00    5  1;-227.4740;-32.2510;1.000UN;0.0000;29;800
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3004     WEST        500.00    5  1;227.4736;32.2511;;0.0000;0;
;3003     S. MINE     230.00;5;5;1.0039;230.8923;-6.5095;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3001     MINE        230.00    5  1;-533.6500;-138.8895;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3005     WEST        230.00    5  1;266.8243;69.4448;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3005     WEST        230.00    5  2;266.8243;69.4448;;0.0000;0;
;3004     WEST        500.00;5;5;0.9839;491.9378;-12.9845;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;152     MID500      500.00    1  1;31.0726;-140.1870;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3002     E. MINE     500.00    5  1;-224.3491;-13.0757;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3005     WEST        230.00    5  1;193.2749;153.2627;1.000LK;0.0000;31;800
;3005     WEST        230.00;5;5;0.9583;220.4062;-14.8561;0.0000;0.0000;114.8684;50.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3003     S. MINE     230.00    5  1;-262.2597;-37.0307;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3003     S. MINE     230.00    5  2;-262.2597;-37.0307;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3004     WEST        500.00    5  1;-193.0235;-143.0487;1.000UN;0.0000;30;800
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3006     UPTOWN      230.00    5  1;38.4224;-15.1784;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3008     CATDOG      230.00    5  &1;339.9773;116.1582;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3008     CATDOG      230.00    5  1;224.2715;66.1307;;0.0000;0;
;3006     UPTOWN      230.00;5;5;0.9607;220.9635;-15.5996;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;153     MID230      230.00    1  1;38.3606;-9.2629;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3005     WEST        230.00    5  1;-38.3607;9.2629;;0.0000;0;
;3008     CATDOG      230.00;5;5;0.9138;210.1790;-21.9297;0.0000;0.0000;229.7369;75.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;154     DOWNTN      230.00    1  1;196.4792;49.7541;;0.0000;55;400
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3005     WEST        230.00    5  &1;-105.6015;-12.8169;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3005     WEST        230.00    5  1;-220.6498;-46.4708;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3018     CATDOG_G    13.800    5  1;-99.9617;-65.4659;1.000LK;0.0000;80;150
;3011     MINE_G      13.800;5;5;1.0400;14.3520;0.0000;762.4850;263.2002;0.0000;0.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3001     MINE        230.00    5  1;762.4850;263.2002;1.000UN;0.0000;62;1300
;3018     CATDOG_G    13.800;5;5;0.9794;13.5151;-16.4907;100.0000;80.0000;0.0000;0.0000;0.0000;-0.0000;;0.0000;0.0000;;0.0000;0;
;;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3008     CATDOG      230.00    5  1;99.9976;79.9992;1.000UN;0.0000;85;150
